urn	text
urn:cts:greekLit:tlg5026.msA.normed:14.B13.comment	το πληρες εστι διχθαδια ωσπερ και αρισταρχος βουλεται διο την χθα συλλαβην οξυτονητεον : παραιτητεον δε τους βουλομενους ειναι διχθαδιηα η μεθ' ομιλον και την δη συλλαβην οξυνοντας ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B14.lemma	λακε
urn:cts:greekLit:tlg5026.msA.normed:14.B14.comment	οι μεν ηλλαχθαι τον χρονον. οι δε αντι του ιληκε ενδεια του ι ως ανωρον κραδιην εχεις και ιωνικη συστοων του η εις α λακε ωνοματοπεποιηται δε οθεν και η λακις ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B15.lemma	‡ επι πρυμνησιν εδειμαν:
urn:cts:greekLit:tlg5026.msA.normed:14.B15.comment	προπαροξυτονητεον το πρυμνησιν· κρατης μεντοι προπερισπα, ακουων επι ταις εσχαταις πλανηθεις εκ του τας γαρ πρωτας πεδιον δε ειρυσαν αγνοει δε οτι ο ποιητης ως επι το πολυ το πρυμνον ου τιθησιν επι διεστωτος σωματος αλλ επι ηνωμενου πρυμνον υπερ θεναρος του δ' απο μεν γλωσσαν πρυμνην ταμε πρυμνην εκταμνοντες
urn:cts:greekLit:tlg5026.msA.normed:14.B16.lemma	τω ρα προκροσσας ερυσαν:
urn:cts:greekLit:tlg5026.msA.normed:14.B16.comment	οτι προκροσσας τας κλημακηδον νενεωλκημενας ετερας προς ετερων ωστε θεατροειδες φαινεσθαι το νεολκιων κροσσαι γαρ αι κλιμακες ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B17.lemma	οσσον συνεεργαθον ακραι
urn:cts:greekLit:tlg5026.msA.normed:14.B17.comment	οσον ην διαστημα οσον συνεκλειον και συνδεσμουν αι του ελλησποντου ακραι το ρυτιον και το σιγιον ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B18.lemma	τω ρ᾽ υγ᾽ οψειοντες:
urn:cts:greekLit:tlg5026.msA.normed:14.B18.comment	οτι ζηνοδοτος γραφει οψαιοντες : ει εστιν δε μετα πολυν χρονον πορευομενοι ηθελον ακουειν ειτας μετα πολυν χρονον ακουοντες ψευδος ευθεως γαρ ακουσαντες ωρμης και το οψα ανελληνιστον ουτω γαρ ειωθε λεγειν οψε δε δη μετεειπεν εστι δε το οψειοντες οπτικως εχοντες ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B19.lemma	τω ρ᾽ υγ᾽
urn:cts:greekLit:tlg5026.msA.normed:14.B19.comment	οψειοντες αρισταρχος φησι ζηνοδοτον γραφειν οψαιοντες ο δε επιθετις πτολεμαιος τω ρ' οι γ' ου ψαυοντες και λογον φησιν εχειν την γραφην ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B20.lemma	τω ρ' οι γ' οψειοντες:
urn:cts:greekLit:tlg5026.msA.normed:14.B20.comment	το οψειοντες ομοιως τω οι δε κακκειοντες η δε παραγωγη αυτη η δια του ειω γινεται απο ενεστωτων και μελλοντων οκνω οκνειω ριγειω θαλπειω πολεμισειω βροσειω κλινεται δε εως παρατατικου απο δε παρακειμενου ουκετι ενθεν και του διος δ' ετελειετο βουλη τους εξης χρονους ουκ οιδαμεν εχει δε δηλουμενον τα τοιαυτα των ρηματων τοιουτον ως αυτου του πραγματος επιθυμητικως εχειν και το κακκειοντες κοιμητικως εχειν ουτως ουν και το οψειοντες οπτικως εχοντε ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B21.lemma	εγχει ερειδομενοι
urn:cts:greekLit:tlg5026.msA.normed:14.B21.comment	οτι ουχ ενι παντες ερειδομενοι και οτι αθροοι επι των τριων αρχη γαρ εστι πληθυντικου αριθμου τα τρια
urn:cts:greekLit:tlg5026.msA.normed:14.B22.lemma	κιον αθροοι:
urn:cts:greekLit:tlg5026.msA.normed:14.B22.comment	αρισταρχος δασυνει φασκων οτι αρχη πληθους ο τρεις αριθμος εισι δε οι εψιλωσαν αμεινον δε πειθεσθαι τω αρισταρχω ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B23.lemma	νεστωρ πτηξε δε,
urn:cts:greekLit:tlg5026.msA.normed:14.B23.comment	αθετειται οτι και εκ των προειρημενων νοουμεν οτι νεστωρ εστιν ο γεραιος και το πτηξε ακυρον επι γαρ των απολελυμενων της αγωνιας και του της ψυχης παλμου αρμοζει ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B24.lemma	πτηξε δε θυμον:
urn:cts:greekLit:tlg5026.msA.normed:14.B24.comment	ουτως δια του τ αι αρισταρχου πτηξε εις πτοιαν ηγαγεν ουτως και αριστοφανης . ο δε σιδωνιος πηξε εν οιω τροπω: και εν τω βιω φαμεν πεπηγεναι τινα τω φοβω παρα δε ζηνοδοτω εγεγραπτο εταιρων αντι του αχαιων
urn:cts:greekLit:tlg5026.msA.normed:14.B25.lemma	ως ποτ᾽ επηπειλησεν:
urn:cts:greekLit:tlg5026.msA.normed:14.B25.comment	οτι ταυτα αναφερεται επ εκεινα ελπομαι ευχομενος διι και μνημοσυνη τις επειτα πυρος δηιοιο γενεσθω ως πυρι νηας εξακουστα δε εγινετο παρα τοις πολεμιοις ως και τα περι οθρυονεα ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.B26.lemma	κεινος τως αγορευε:
urn:cts:greekLit:tlg5026.msA.normed:14.B26.comment	αμεινον ως και ασκαλωνιτης φησι το τως ειναι ομοιως τω τως δε σ' απεχθηρω ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E1.lemma	νωλεμες
urn:cts:greekLit:tlg5026.msA.normed:14.E1.comment	οτι ομηρικον το εθος ωστε εξωθεν το τις προςλαμβανειν αντι του γνοιη τις αν ειωθε γαρ και μη υποκειμενου προσωπου προς ο γινεται ο λογος ουτως χρησθαι, ουδε κε φαιης αντι του φαιη τις αν⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E2.lemma	ως επιμιξ
urn:cts:greekLit:tlg5026.msA.normed:14.E2.comment	αρισταρχος ως κουριξ και ειπομεν οτι τα εισ ιξ επιρρηματα οξυνεται σημειωσαμενοι το περιξ βαρυνομενον⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E3.lemma	ει τι νοος ρεξει
urn:cts:greekLit:tlg5026.msA.normed:14.E3.comment	τινες δε γραφουσι "νοος δ' ερξει"
urn:cts:greekLit:tlg5026.msA.normed:14.E4.lemma	η επι πολλ'
urn:cts:greekLit:tlg5026.msA.normed:14.E4.comment	διηλλαττον αι αρισταρχου "οις επι" και η επι "οις επι" τη ταφρω και τω τειχει⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E5.lemma	οιδα δε νυν
urn:cts:greekLit:tlg5026.msA.normed:14.E5.comment	ουτως αι αρισταρχου "οτε" δια του ε και εστιν ακολουθον τω ηδεα γαρ οτε προφρων το "οιδα δε νυν οτε"⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E6.lemma	κυδανει
urn:cts:greekLit:tlg5026.msA.normed:14.E6.comment	βαρυτονητεον ομοιως τω οιδανει εν στηθεσι νοον ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E7.lemma	νηες οσαι πρωται
urn:cts:greekLit:tlg5026.msA.normed:14.E7.comment	η υποστιγμη αμφιβολος, ητοι γαρ επι το ειρυαται η επι το θαλασσης και αμφοτεραι λογον εχουσιν μαλλον δε κατα το τελος του στιχου· ου γαρ εγγυς της θαλασσης αλλ' εις αυτην την θαλασσαν ελκυσαι συμβουλευει⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E8.lemma	νυξ αβροτη
urn:cts:greekLit:tlg5026.msA.normed:14.E8.comment	οτι ητοι κατα παραλειψιν του μ αντι του αμβροτη, οιον αθανατος, η αβροτη, καθ' ην βροτοι ου φοιτωσιν⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E9.lemma	ην και τη
urn:cts:greekLit:tlg5026.msA.normed:14.E9.comment	εαν ολως και δι' αυτης. εζητηται δε πως ο αγαμεμνων ουτως αστρατηγως φυγειν προστασσει τοις ελλησι λεγων νηες οσαι πρωται ρητεον ουν οτι αγαμεμνων γινωσκων αυτους μη φευξομενους δια την οικειαν αρετην και ουτε λαθειν ηδυναντο τους πολεμιους επιτρεπει αυτους φευγειν ινα μη δοξη παρα δυναμιν κατεχειν αυτους ενεκεν του καθ' εαυτου χρησιμου αιτιους γενεσθαι τους παντας απολεσθαι, τουναντιον δε ευ`νοιαν εαυτω πορισηται δια το παν οτι ουν αιρεισθαι ποιειν και υπομενειν και την εκ της φυγης αδοξιαν ενεκεν της εκεινων σωτηριας⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E10.lemma	ουλομεν' αιθ' ωφελες
urn:cts:greekLit:tlg5026.msA.normed:14.E10.comment	οτι τινες αποδεδωκασιν, ουλομενε δεινε ου γαρ αν λεγοι τω αγαμεμνονι ο οδυσσευς ολεθρου αξιε. ου δυσωπητεον μεντοι γε αλλ' εις την ενεστωσαν περιστασιν ατενιστεον επ' ωφελεια γαρ λεγει του αγαμεμνονος και των αλλων συμμαχων δι' ο και επιφερει ω οδυσευ μαλα πως με καθικεο θυμον ενιπη αργα λεη ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E11.lemma	‡ νυν δε σευ ωνοσαμην
urn:cts:greekLit:tlg5026.msA.normed:14.E11.comment	αθετειται οτι ει μεν απεδεχετο αυτον κατα τι νυν δε μονον εμεμφετο ενεχωρει· και το εν αλλω τοπω δεοντως φερεσθαι ζηνοδοτος δε γραφει· "νυν δε σε ωνοσαμην παγχυ φρενας" και αριστοφανης δε προηθετει ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E12.lemma	νυν δε σευ ωνοσαμην παγχυ φρενας οιον εειπες
urn:cts:greekLit:tlg5026.msA.normed:14.E12.comment	το οιον εειπες. ητοι καθ' αυτο νοητεον ιν' η θαυμαστικος ο λογος η τοις ανω συναπτεον ιν' η ο λογος· νυν δε παντελως εμεμφαμην σε οιον ειρηκας ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E13.lemma	εγγυς ανηρ
urn:cts:greekLit:tlg5026.msA.normed:14.E13.comment	εζητηται, δια τι νυν διομηδης συμβουλευει και ου nεστωρ . ρητεον δε οτι το μεν γηρας εν τοις εστιν επισχετικον η δε νεοτης θαρσαλεωτερα. αλλως τε και διομηδης εν τη προτερα συμβουλη θαυμασθεις. νυν μαλλον τεθαρρηκε και προηρπακεν των πρεσβυτερων τους λογους ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E14.lemma	τυδεος
urn:cts:greekLit:tlg5026.msA.normed:14.E14.comment	οτι χυτη γη η επι τοις νεκροις επιχεομενη ου καθολικως ως μελαινα και φερεσβιος· ζηνοδοτος δε ηθετει· παρα αριστοφανει δε ουκ ην· το δε καλυψε ¨ιωνικως:
urn:cts:greekLit:tlg5026.msA.normed:14.E15.lemma	αγριος η δε μελας
urn:cts:greekLit:tlg5026.msA.normed:14.E15.comment	οτι ελεγχονται οι τον ιπποτην αποδιδοντες φυγαδα· ο γαρ οινευς κατεμεινεν επι της πατριδος ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E16.lemma	αλλ' ο μεν αυτοθι μεινε
urn:cts:greekLit:tlg5026.msA.normed:14.E16.comment	οτι ο οινευς κατεμεινεν επι της πατριδος ο ιπποτης αρα ου φυγας, αλλ' ιππικος και ο ησιοδος δε ουτως ακηκοεν "ιδων δ' ιππηλατα κηρυξ" αντι του ιππικος⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E17.lemma	πολλα δε οι προβατ' εσκε
urn:cts:greekLit:tlg5026.msA.normed:14.E17.comment	οτι πaντα τα τετραποδα· δια το ετεραν βασιν εχειν προ της οπισθιας⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E18.lemma	εγχειη τα δε μελλετ'
urn:cts:greekLit:tlg5026.msA.normed:14.E18.comment	ουτως αι αρισταρχου "ει ετεον περ" ιν' η ταυτα δε υμας εικος ειδεναι ακηκοοτας ει αληθη λεγω· αι δε δημωδεις ως ετεον περ⁑
urn:cts:greekLit:tlg5026.msA.normed:14.E19.lemma	και θεοι αλλοι
urn:cts:greekLit:tlg5026.msA.normed:14.E19.comment	ευσχημονως ο διομηδης παρεσιωπησε την του πατρος φυγην tυδευς γαρ ανελων λυκωπεα και aλκαθουν εαυτου παιδας εφυγεν η αληθεστερα ιστορια αυτη· tυδευς ο oινεως aιτωλος μεν ην το γενος· ανδρειοτατος δε των καθ' αυτον γενομενος ετι νεος ων εθεασατο τον πατερα δια γηρας απο των aγριου παιδων της βασιλειας εκβαλλομενον δι' οπερ αναιρει τους τε ανεψιους και συν αυτοις ακουσιως τον ανεψιον φυγων δε εις aργος προς αδραστον βασιλεα της χωρας καθαρσιων τε τυγχανει προς αυτου και λαμβανει την αυτου θυγατερα δηιπυλην η ιστορια παρα φερεκυδει ⁑
